target_formula,precursor_formulas
Ca1.33Y0.67Zr0.67Ta1.33O7,"[['Ta2O5', 'Y2O3', 'CaCO3', 'ZrO2']]"
Ca1.5Sr1.5(VO4)2,"[['SrCO3', 'V2O5', 'CaCO3'], ['SrCO3', 'V2O5', 'CaCO3']]"
Ca1.6Y0.4Zr0.4Ta1.6O7,"[['Ta2O5', 'Y2O3', 'CaCO3', 'ZrO2']]"
Ca1.7La0.3Cu2Ti4O12,"[['CuO', 'TiO2', 'La2O3', 'CaCO3']]"
Ca1.8Si6.6Al5.4O1.8N14.2,"[['AlN', 'Si3N4', 'CaCO3']]"
Ca1.8Y0.2Eu0.2Sn0.8O4,"[['SnO2', 'CaCO3', 'Y2O3', 'Eu2O3']]"
Ca1.95Eu0.05MgSi2O7,"[['MgO', 'SiO2', 'CaCO3', 'Eu2O3']]"
Ca1.95La0.05Cu2Ti4O12,"[['CuO', 'TiO2', 'La2O3', 'CaCO3']]"
Ca1.99Eu0.01SiO4,"[['SiO2', 'CaCO3', 'Eu2O3']]"
Ca1.9Eu0.2Sn0.9O4,"[['SnO2', 'CaCO3', 'Eu2O3'], ['SnO2', 'CaCO3', 'Eu2O3']]"
Ca10(PO4)6(OH)2,"[['Ca2PO4', 'Ca(OH)2']]"
Ca10(PO4)6F2,"[['CaO', 'Ca2P2O7', 'CaF2'], ['CaCO3', 'CaF2', 'P2O5'], ['CaO', 'Ca2P2O7', 'CaF2']]"
Ca10(SiO4)3(SO4)3Cl2,"[['CaSO4', 'SiO2', 'CaCO3', 'CaCl2']]"
Ca10(SiO4)3(SO4)3F2,"[['CaSO4', 'SiO2', 'CaCO3', 'CaF2'], ['CaSO4', 'SiO2', 'CaCO3', 'CaF2']]"
Ca12Al10.6Si3.4O32Cl5.4,"[['SiO2', 'CaCl2', 'Ca(NO3)2.4H2O', 'Al(NO3)3']]"
Ca12Al14O33,"[['Al(OH)3', 'CaCO3'], ['CaCO3', 'Al2O3'], ['CaCO3', 'Al2O3'], ['Al(OH)3', 'Ca(OH)2'], ['CaCO3', 'Al2O3']]"
Ca13.7Eu0.3Mg2(SiO4)8,"[['MgO', 'SiO2', 'CaCO3', 'Eu2O3']]"
Ca19Mg2(PO4)14,"[['CaCO3', 'MgO', '(NH4)2HPO4'], ['CaCO3', 'MgO', '(NH4)2HPO4']]"
Ca2.7La0.3Co4O9,"[['Co(NO3)2', 'CaCO3', 'La2O3']]"
Ca2.7Na0.3Co2O6,"[['Na2CO3', 'CaCO3', 'Co3O4']]"
Ca2.86Mg0.14(PO4)2,"[['Ca(OH)2', 'H3PO4', 'Mg(OH)2']]"
Ca2Al2SiO7,"[['Al2O3', 'SiO2', 'CaCO3']]"
Ca2Al3O6F,"[['CaCO3', 'Al2O3', 'CaF2'], ['CaCO3', 'CaF2', 'Al2O3']]"
Ca2AlF7,"[['AlF3', 'CaF2']]"
Ca2AlFeSiO7,"[['Al2O3', 'SiO2', 'CaCO3', 'Fe2O3'], ['Al2O3', 'SiO2', 'CaCO3', 'Fe2O3']]"
Ca2BO3Cl,"[['CaCO3', 'CaCl2', 'H3BO3']]"
Ca2Co2O5,"[['CaCO3', 'Co3O4']]"
Ca2CoNbO6,"[['CaCO3', 'Nb2O3', 'Co3O4']]"
Ca2CoTeO6,"[['CoCO3', 'CaCO3', 'Te(OH)6']]"
Ca2CrSbO6,"[['Cr2O3', 'CaCO3', 'Sb2O3']]"
Ca2Cu2Ti4O12,"[['CuO', 'TiO2', 'CaCO3'], ['CuO', 'CaCO3', 'TiO2']]"
Ca2CuFeO3S,"[['Cu', 'FeO', 'CaO', 'S'], ['Cu', 'FeO', 'CaO', 'S']]"
Ca2CuO2Cl2,"[['CuCl2', 'CaO'], ['CuCl2', 'CaO'], ['CuCl2', 'CaO'], ['CuO', 'Ca2CuO3', 'CaCl2'], ['CuO', 'CaCO3', 'CaCl2']]"
Ca2CuO3,"[['CuO', 'CaO'], ['CuO', 'CaO'], ['CuO', 'CaO'], ['CaCO3', 'CuO'], ['CuO', 'CaCO3'], ['CuO', 'CaCO3']]"
Ca2Fe1.4Co0.6O5,"[['CaCO3', 'Co3O4', 'Fe2O3']]"
Ca2Fe2O5,"[['CaCO3', 'Fe2O3'], ['CaCO3', 'Fe2O3'], ['CaCO3', 'Fe2O3'], ['CaCO3', 'Fe2O3'], ['CaCO3', 'Fe2O3'], ['CaCO3', 'Fe2O3']]"
Ca2FeSbO6,"[['CaCO3', 'Sb2O3', 'Fe(NO3)3']]"
Ca2Gd2W3O14,"[['WO3', 'CaCO3', 'Gd2O3']]"
Ca2HoTaO6,"[['Ta2O5', 'Ho2O3', 'CaCO3']]"
Ca2La8(GeO4)6O2,"[['La2O3', 'CaCO3', 'GeO2']]"
Ca2MgSi2O7,"[['MgO', 'SiO2', 'CaCO3']]"
Ca2MnNbO6,"[['CaCO3', 'Nb2O5', 'Mn2O3']]"
Ca2MnO4,"[['Ca(NO3)', 'MnO2'], ['MnO2', 'CaO'], ['CaO', 'MnO2']]"
Ca2MnRuO6,"[['CaCO3', 'Mn2O3', 'RuO2']]"
Ca2MnSbO6,"[['MnCO3', 'CaCO3', 'Sb2O3'], ['CaCO3', 'Mn2O3', 'Sb2O3']]"
Ca2NaZn2V3O12,"[['ZnO', 'Na2CO3', 'CaCO3', 'NH4VO3'], ['ZnO', 'Na2CO3', 'V2O5', 'CaCO3']]"
Ca2Nb2O7,"[['Nb2O5', 'CaCO3']]"
Ca2Nb3O10,"[['HCa2Nb3O10'], ['Nb2O5', 'CaCO3'], ['Nb2O5', 'CaCO3'], ['Nb2O5', 'CaCO3']]"
Ca2Nd8(SiO4)6O2,"[['SiO2', 'Nd2O3', 'CaCO3']]"
Ca2NiWO6,"[['NiO', 'WO3', 'CaCO3']]"
Ca2P2O7,"[['CaCO3', '(NH4)2HPO4'], ['CaCO3', '(NH4)2HPO4'], ['CaCO3', '(NH4)2HPO4'], ['CaCO3', '(NH4)2HPO4']]"
Ca2RuO4,"[['CaO', 'RuO2'], ['CaCO3', 'RuO2']]"
Ca2Sb2O7,"[['CaCO3', 'Sb2O3']]"
Ca2Si5N8,"[['Si3N4', 'Ca3N2']]"
Ca2SiO4,"[['SiO2', 'CaO'], ['SiO2', 'CaCO3'], ['CaO', 'SiO2'], ['SiO2', 'CaO'], ['SiO2', 'CaCO3'], ['SiO2', 'CaCO3'], ['SiO2', 'CaCO3'], ['SiO2', 'CaCO3'], ['CaCO3', 'SiO2']]"
Ca2SnO4,"[['SnO2', 'Ca(NO3)2'], ['SnO2', 'CaCO3'], ['SnO2', 'CaO'], ['SnO2', 'CaCO3'], ['SnO2', 'CaCO3'], ['SnO2', 'CaCO3'], ['SnO2', 'CaCO3']]"
Ca2TaO3N,"[['TaON', 'CaO'], ['TaON', 'CaO'], ['TaON', 'CaO'], ['TaON', 'CaO'], ['TaON', 'CaO'], ['TaON', 'CaO']]"
Ca2TiMnO6,"[['TiO2', 'CaCO3', 'MnO2'], ['TiO2', 'CaCO3', 'MnO2']]"
Ca2Zn4Ti15O36,"[['TiO2', 'CaCO3', 'ZnO'], ['CaCO3', 'TiO2', 'ZnO'], ['CaCO3', 'TiO2', 'ZnO']]"
Ca3(PO4)2,"[['Ca(OH)2', 'H3PO4'], ['P2O5', 'Ca(OH)2'], ['H3PO4', 'CaCO3'], ['CaO', 'P2O5'], ['Ca2PO4', 'CaCO3'], ['CaCO3'], ['CaO', 'Ca5(PO4)3(OH)'], ['Ca2PO4', 'CaCO3'], ['CaCO3', 'Ca2P2O7'], ['H3PO4', 'CaCO3'], ['CaO', 'Ca5(PO4)3(OH)'], ['CaCO3', 'Ca2P2O7'], ['CaCO3', 'NH4H2PO4'], ['H3PO4', 'CaCO3'], ['P2O5', 'CaO'], ['H3PO4', 'CaCO3'], ['(NH4)2HPO4', 'CaCO3']]"
Ca3(SiO4)O,"[['SiO2', 'CaCO3'], ['SiO2', 'CaCO3']]"
Ca3(VO4)2,"[['CaCO3', 'NH4VO3']]"
Ca3.1Cu0.9MnO6,"[['CuO', 'CaCO3', 'MnO2']]"
Ca3.8Na0.2Al5.6Fe0.2Si0.2O12SO4,"[['Al2O3', 'Na2CO3', 'SiO2', 'CaSO4', 'CaCO3', 'Fe2O3']]"
Ca3Al2O6,"[['Al(OH)3', 'CaCO3'], ['Al(OH)3', 'CaCO3'], ['CaCO3', 'Al2O3'], ['Al2O3', 'CaCO3'], ['CaCO3', 'Al(OH)3'], ['CaCO3', 'Al2O3']]"
Ca3Be6B5O16F,"[['CaCO3', 'BeO', 'CaF2', 'H3BO3'], ['CaCO3', 'BeO', 'CaF2', 'H3BO3']]"
Ca3Co2O6,"[['HOC(COOH)(CH2COOH)2', 'Ca(NO3)2', 'C4H8CoO4'], ['CaCO3', 'Co3O4'], ['CaCO3', 'Co3O4'], ['CaCO3', 'Co3O4']]"
Ca3Co3.90Cr0.10O9,"[['CrO3', 'CaCO3', 'Co3O4']]"
Ca3Co3.92O9.34,"[['CaCO3', 'Co3O4']]"
Ca3Co3.95O9,"[['Co3O4', 'CaCO3']]"
Ca3Co4O9,"[['Ca(NO3)2', 'Co(NO3)2'], ['Ca(NO3)2', 'Co(NO3)2'], ['Ca(NO3)2', 'Co(NO3)2'], ['CaCO3', 'Co3O4'], ['CaCO3', 'Co3O4'], ['CaCO3', 'Co3O4'], ['CaCO3', 'Co3O4'], ['CaCO3', 'Co3O4'], ['Co2O3', 'CaCO3'], ['CaCO3', 'Co3O4'], ['CaCO3', 'Co3O4'], ['CaCO3', 'Co3O4'], ['CaCO3', 'Co3O4'], ['CaCO3', 'Co3O4'], ['CaO', 'Co3O4'], ['CaCO3', 'Co3O4'], ['CaCO3', 'Co3O4']]"
Ca3Cr2(SiO4)3,"[['SiO2', 'CaCO3', 'CrO3']]"
Ca3Cu3(PO4)4,"[['CuO', 'CaCO3', 'NH4H2PO4']]"
Ca3CuNi2(PO4)4,"[['CuO', 'CaCO3', 'NiO', 'NH4H2PO4']]"
Ca3Fe2Si3O12,"[['SiO2', 'CaCO3', 'Fe2O3']]"
Ca3FeRhO6,"[['CaCO3', 'Rh', 'Fe2O3']]"
Ca3Gd7(SiO4)5(PO4)O2,"[['Gd2O3', 'CaCO3', '(NH4)2HPO4', 'H2SiO3']]"
Ca3GeO4Cl2,"[['GeO2', 'CaCO3', 'CaCl2'], ['GeO2', 'CaCO3', 'CaCl2']]"
Ca3Li0.20Ta1.88Ga2.80O12,"[['Ta2O5', 'Li2CO3', 'CaCO3', 'Ga2O3']]"
Ca3Li0.275Nb1.775Ga2.95O12,"[['Nb2O5', 'Li2CO3', 'CaCO3', 'Ga2O3']]"
Ca3LiOsO6,"[['Os', 'Li2O', 'CaO']]"
Ca3Lu2Si3O12,"[['SiO2', 'CaCO3', 'Lu2O3']]"
Ca3Mn2NbO9,"[['MnCO3', 'CaCO3', 'Nb2O5']]"
Ca3Mn2WO9,"[['MnCO3', 'WO3', 'CaCO3']]"
Ca3Na2(CO3)4,"[['CaCO3', 'Na2CO3']]"
Ca3Nb2O8,"[['Nb2O5', 'CaO'], ['Nb2O5', 'CaO'], ['Nb2O5', 'CaCO3']]"
Ca3NbGa3Si2O14,"[['SiO2', 'CaCO3', 'Ga2O3', 'Nb2O5'], ['SiO2', 'Nb2O5', 'CaCO3', 'Ga2O3']]"
Ca3NiMnO6,"[['NiO', 'CaCO3', 'MnO2']]"
Ca3OsO6,"[['Os', 'CaO2']]"
Ca3Ru2O7,"[['CaO', 'RuO2']]"
Ca3Sc2Si3O12,"[['SiO2', 'CaCO3', 'Sc2O3'], ['SiO2', 'CaCO3', 'Sc2O3']]"
Ca3Si2O4N2,"[['Si3N4', 'SiO2', 'CaCO3']]"
Ca3Si2O7,"[['SiO2', 'CaCO3'], ['CaCO3', 'SiO2'], ['SiO2', 'CaCO3'], ['CaCO3', 'SiO2']]"
Ca3SiO4,"[['SiO2', 'CaO'], ['SiO2', 'CaCO3'], ['SiO2', 'Ca(OH)2'], ['SiO2', 'CaCO3'], ['SiO2', 'CaCO3']]"
Ca3SiO4Br2,"[['SiO2', 'CaCO3', 'CaBr2']]"
Ca3SiO4Cl2,"[['SiO2', 'CaCO3CaCl2', 'CaCO3']]"
Ca3SiO5,"[['SiO2', 'CaCO3'], ['SiO2', 'CaCO3'], ['SiO2', 'CaCO3']]"
Ca3Sm4Ti7Nb0.5Ta1.5O28,"[['Ta2O5', 'CaCO3', 'Nb2O5', 'Sm2O3', 'TiO2']]"
Ca3Sm4Ti7Nb1.5Ta0.5O28,"[['Ta2O5', 'CaCO3', 'Nb2O5', 'Sm2O3', 'TiO2']]"
Ca3Sm4Ti7Nb2O28,"[['CaCO3', 'Nb2O5', 'Sm2O3', 'TiO2']]"
Ca3Sm4Ti7NbTaO28,"[['Ta2O5', 'CaCO3', 'Nb2O5', 'Sm2O3', 'TiO2']]"
Ca3Sm4Ti7Ta2O28,"[['Ta2O5', 'CaCO3', 'Sm2O3', 'TiO2']]"
Ca3SnSi2O9,"[['SnO2', 'SiO2', 'CaCO3']]"
Ca3Sr3(VO4)4,"[['SrCO3', 'V2O5', 'CaCO3']]"
Ca3TaGa3Si2O14,"[['Ta2O5', 'SiO2', 'CaCO3', 'Ga2O3'], ['SiO2', 'Ta2O5', 'CaCO3', 'Ga2O3'], ['SiO2', 'Ta2O5', 'CaCO3', 'Ga2O3'], ['SiO2', 'Ta2O5', 'CaCO3', 'Ga2O3']]"
Ca3WO6,"[['WO3', 'CaCO3']]"
Ca3Y2Si3O12,"[['Y2O3', 'SiO2', 'CaCO3'], ['SiO2', 'CaO', 'Y2O3']]"
Ca3ZrSi2O9,"[['SiO2', 'CaO', 'ZrO2'], ['SiO2', 'CaCO3', 'ZrO2']]"
Ca4(Al6O12)SO4,"[['CaCO3', 'Al2O3', 'CaSO4']]"
Ca4(PO4)2,"[['Ca2PO4'], ['Ca(H2PO4)2', 'CaCO3']]"
Ca4(PO4)2O,[['Ca2PO4']]
Ca4Bi6O13,"[['CaCO3', 'Bi2O3']]"
Ca4Dy6(SiO4)6Cl2,"[['CaCl2', 'SiO2', 'Dy2O3', 'CaCO3']]"
Ca4GeN4,"[['Ge', 'Ca2GeN2']]"
Ca4La2Ti5O17,"[['TiO2', 'CaCO3', 'La2O3'], ['La2O3', 'CaCO3', 'TiO2']]"
Ca4Mn2FeO10,"[['CaCO3', 'Fe2O3', 'MnO2']]"
Ca4Sm3Ti6Nb3O28,"[['CaCO3', 'Nb2O5', 'Sm2O3', 'TiO2']]"
Ca4Sm3Ti6Ta3O28,"[['Ta2O5', 'CaCO3', 'Sm2O3', 'TiO2']]"
Ca4YO(BO3)3,"[['Y2O3', 'CaCO3', 'H3BO3']]"
Ca5(PO4)3(OH),"[['CaO', '(NH4)2HPO4'], ['Ca10(PO4)6(OH)2'], ['CaO', 'H3PO4'], ['P2O5', 'Ca(OH)2'], ['H3PO4', 'Ca(OH)2'], ['H3PO4', 'Ca(OH)2'], ['Ca2PO4', 'Ca(OH)2'], ['CaCO3', 'NH4H2PO4']]"
Ca5Co4(VO4)6,"[['V2O5', 'CaO', 'CoO'], ['Co2O3', 'V2O5', 'CaCO3']]"
Ca5Ga2Sb6,"[['Ca', 'Sb', 'Ga'], ['Ca', 'Sb', 'Ga']]"
Ca5Ge2N6,"[['Ge', 'Ca', 'Ca2GeN2']]"
Ca5Nb2TiO12,"[['TiO2', 'Nb2O5', 'CaCO3']]"
Ca5Sm2Ti5Nb4O28,"[['CaCO3', 'Nb2O5', 'Sm2O3', 'TiO2']]"
Ca5Sm2Ti5Ta4O28,"[['Ta2O5', 'CaCO3', 'Sm2O3', 'TiO2']]"
Ca5Ta2TiO12,"[['TiO2', 'Ta2O5', 'CaCO3']]"
Ca6.3Mn3Ga4.4Al1.3O18,"[['Al2O3', 'MnO', 'Ga2O3', 'CaCO3']]"
Ca6La2Na2(PO4)6F2,"[['La2O3', 'Na2CO3', 'CaCO3', 'NH4H2PO4', 'NH4F'], ['La2O3', 'Na2CO3', 'CaCO3', 'NH4H2PO4', 'NH4F']]"
Ca7ZrAl6O18,"[['Al2O3', 'CaCO3', 'ZrO2'], ['CaCO3', 'ZrO2', 'Al2O3']]"
Ca8.4Bi1.6(PO4)6O1.8,"[['CaCO3', 'Bi2O3', 'NH4H2PO4']]"
Ca8Mg(GeO4)4Cl2,"[['Mg(NO3)2', 'CaCO3', 'GeO2', 'CaCl2']]"
Ca8Mg(SiO4)4Cl2,"[['Mg(NO3)2', 'CaCO3', 'H2SiO3', 'CaCl2']]"
Ca8Zn(SiO4)4Cl2,"[['ZnO', 'SiO2', 'CaCl2', 'CaCO3']]"
Ca9.5Co(PO4)7,"[['CaCO3', 'Ca2P2O7', 'Co3O4']]"
Ca9.5Mn(PO4)7,"[['MnO', 'CaCO3', 'NH4H2PO4'], ['MnO', 'CaCO3', 'NH4H2PO4']]"
Ca9Co(PO4)7,"[['CaCO3', 'Ca2P2O7', 'Co3O4']]"
Ca9Co12O28,"[['Co(NO3)2', 'Ca(NO3)2']]"
Ca9Eu(PO4)7,"[['(NH4)2HPO4', 'CaCO3', 'Eu2O3']]"
Ca9Eu(VO4)7,"[['NH4VO3', 'CaCO3', 'Eu2O3']]"
Ca9Fe(PO4)7,"[['CaCO3', 'Ca2P2O7', 'Fe2O3'], ['CaCO3', 'Ca2P2O7', 'Fe2O3'], ['NH4H2PO4', 'CaCO3', 'Fe2O3']]"
Ca9Y(VO4)7,"[['V2O5', 'CaCO3', 'Y2O3']]"
Ca9Y0.935Er0.015Yb0.05(VO4)7,"[['Y2O3', 'V2O5', 'CaCO3', 'Er2O3', 'Yb2O3']]"
Ca9Yb(VO4)7,"[['Yb2O3', 'CaCO3', 'NH4VO3']]"
CaAl12O19,"[['CaCO3', 'Al2O3'], ['Al2O3', 'CaCO3'], ['Al(NO3)3', 'Ca(NO3)2'], ['CaCO3', 'Al2O3']]"
CaAl2O3,"[['Al(OH)3', 'CaCO3']]"
CaAl2O4,"[['CaCO3', 'Al2O3'], ['CaCO3', 'Al2O3'], ['CaCO3', 'Al2O3'], ['CaCO3', 'Al2O3'], ['CaCO3', 'Al2O3'], ['CaCO3', 'Al2O3'], ['CaCO3', 'Al2O3'], ['CaCO3', 'Al2O3'], ['CaO', 'Al2O3']]"
CaAl2Si2O8,"[['CaCO3', 'Al2Si2O5(OH)4'], ['SiO2', 'Al(OH)3', 'CaCO3'], ['Al2O3', 'SiO2', 'CaCO3'], ['Al2O3', 'SiO2', 'CaCO3'], ['Al2O3', 'SiO2', 'CaCO3']]"
CaAl2SiO6,"[['Al2O3', 'SiO2', 'CaCO3'], ['Al2O3', 'SiO2', 'CaCO3']]"
CaAl4O7,"[['CaCO3', 'Al2O3']]"
CaAlF5,"[['AlF3', 'CaF2']]"
CaAlH5,"[['AlH3', 'CaH2']]"
CaBaCo4O7,"[['BaCO3', 'CaCO3', 'Co3O4'], ['BaCO3', 'CaCO3', 'Co3O4'], ['BaCO3', 'CaCO3', 'Co3O4']]"
CaBi2Nb2O9,"[['Bi2O3', 'CaCO3', 'Nb2O5'], ['Nb2O5', 'CaCO3', 'Bi2O3']]"
CaBi4Ti3.95Nb0.05O15.025,"[['Bi2O3', 'CaCO3', 'Nb2O5', 'TiO2']]"
CaBi4Ti3.95V0.05O15.025,"[['Bi2O3', 'V2O5', 'CaCO3', 'TiO2']]"
CaBi4Ti3.95W0.05O15.050,"[['Bi2O3', 'CaCO3', 'WO3', 'TiO2']]"
CaBi4Ti4O15,"[['TiO2', 'CaCO3', 'Bi2O3'], ['Bi2O3', 'CaCO3', 'TiO2'], ['Bi2O3', 'CaCO3', 'TiO2'], ['Bi2O3', 'CaCO3', 'TiO2'], ['TiO2', 'CaCO3', 'Bi2O3'], ['Bi2O3', 'CaCO3', 'TiO2']]"
CaBiGaB2O7,"[['Bi2O3', 'B(OH)3', 'CaCO3', 'Ga2O3']]"
CaBiO2Cl,"[['Ca(NO3)2', 'BiOCl'], ['Ca(NO3)2', 'BiOCl']]"
CaCl2,[['CaCl2']]
CaCo1.86As2,"[['As', 'Ca', 'Co']]"
CaCo2O4,"[['(Ca2CoO3)0.62CoO2', 'Co3O4'], ['(Ca2CoO3)0.62CoO2', 'Co3O4']]"
CaCoO,"[['CaCO3', 'Co3O4']]"
CaCr0.04Sn0.97SiO5,"[['SiO2', 'SnO2', 'CaCO3', 'CrO3']]"
CaCr2O4,"[['CaO', 'Cr2O3'], ['Cr2O3', 'CaO'], ['CaCO3', 'Cr2O3']]"
CaCrO3,"[['CaO', 'CrO2']]"
CaCu2.8Ti4O12,"[['CuO', 'TiO2', 'CaCO3']]"
CaCu2.90Mg0.10Ti4O12,"[['CuO', 'MgO', 'CaCO3', 'TiO2'], ['CuO', 'MgO', 'CaCO3', 'TiO2']]"
CaCu2Fe16O27,"[['CuO', 'CaO', 'Fe2O3']]"
CaCu2O3,"[['CuO', 'CaCO3']]"
CaCu3.2Ti4O12,"[['CuO', 'TiO2', 'CaCO3']]"
CaCu3Co4O12,"[['CuO', 'Ca2CuO3', 'Co3O4']]"
CaCu3Cr2Ru2O12,"[['CuO', 'Cr2O3', 'CaCO3', 'RuO2']]"
CaCu3Ga2Ru2O12,"[['CuO', 'CaCO3', 'RuO2', 'Ga2O3']]"
CaCu3Ir4O12,"[['CuO', 'IrO2', 'CaIrO3']]"
CaCu3Ru4O12,"[['CuO', 'CaCO3', 'RuO2'], ['CuO', 'CaCO3', 'RuO2'], ['CuO', 'CaCO3', 'RuO2'], ['CaCO3', 'CuO2', 'RuO2']]"
CaCu3Sn4O12,"[['CuO', 'SnO2', 'CaCO3'], ['CuO', 'SnO2', 'CaCO3'], ['CuO', 'SnO2', 'CaCO3'], ['CuO', 'SnO2', 'CaCO3'], ['CuO', 'SnO2', 'CaCO3'], ['CuO', 'SnO2', 'CaCO3']]"
CaCu3Ti3.9O12,"[['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2']]"
CaCu3Ti4.0O12,"[['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2']]"
CaCu3Ti4O12,"[['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['TiO2', 'CuO', 'CaCO3'], ['Ca(NO3)2', 'Cu(NO3)2', 'C3H8O2', '(CH3(CH2)3O)4Ti'], ['Ca(NO3)2', 'Cu(NO3)2', 'C3H8O2', '(CH3(CH2)3O)4Ti'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'Ca(OH)2', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'Ca(OH)2', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['TiO2', 'CaCO3', 'CuO'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['TiO2', 'CaCO3', 'CuO'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['TiO2', 'CaCO3', 'CuO'], ['CuO', 'CaO', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['TiO2', 'CaCO3', 'CuO'], ['TiO2', 'CaO', 'CuO'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'TiO2', 'CaCO3'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['TiO2', 'CaCO3', 'CuO'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['TiO2', 'CaCO3', 'CuO'], ['TiO2', 'CaCO3', 'CuO'], ['TiO2', 'CaCO3', 'CuO'], ['TiO2', 'CaCO3', 'CuO'], ['TiO2', 'CaCO3', 'CuO'], ['CuO', 'CaCO3', 'TiO2'], ['TiO2', 'CaCO3', 'CuO'], ['TiO2', 'CaCO3', 'CuO'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['TiO2', 'CaCO3', 'CuO'], ['TiO2', 'CaCO3', 'CuO'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2'], ['TiO2', 'CaCO3', 'CuO'], ['TiO2', 'CaCO3', 'CuO'], ['CuO', 'CaCO3', 'TiO2'], ['CuO', 'CaCO3', 'TiO2']]"
CaCuO2,"[['CuO', 'CaCO3'], ['CaCO3', 'CuO'], ['CuO', 'Ca2CuO3']]"
CaErAlO4,"[['CaCO3', 'Er2O3', 'Al2O3'], ['CaCO3', 'Er2O3', 'Al2O3']]"
CaEuSiN3,"[['Ca3N2', 'Si3N4', 'EuN']]"
CaFe2O4,"[['Fe(NO3)3', 'Ca(NO3)2'], ['Fe(NO3)3', 'Ca(NO3)2'], ['CaCO3', 'Fe2O3'], ['CaCO3', 'Fe2O3'], ['CaCO3', 'Fe2O3'], ['CaCO3', 'Fe2O3'], ['CaCO3', 'Fe2O3'], ['CaCO3', 'Fe2O3']]"
CaFe3O(PO4)3,"[['CaCO3', '(NH4)2HPO4', 'Fe2O3']]"
CaFe4O7,"[['Fe2O3', 'CaO']]"
CaFeAsH,"[['FeAs', 'CaH2']]"
CaFeO2,[['CaFeO2.5']]
CaFeO2.5,"[['CaCO3', 'Fe2O3'], ['CaCO3', 'Fe2O3'], ['CaCO3', 'Fe2O3']]"
CaFeTi(PO4)3,"[['CaCO3', 'Fe2O3', 'NH4H2PO4', 'TiO2']]"
CaGaBO4,"[['CaCO3', 'H3BO3', 'Ga2O3']]"
CaHgO2,"[['HgO', 'CaO']]"
CaIn2O4,"[['In2O3', 'CaCO3'], ['In2O3', 'CaCO3']]"
CaIr0.5Rh0.5O3,"[['Rh2O3', 'IrO2', 'CaO']]"
CaIrO3,"[['IrO2', 'CaO']]"
CaLa2CaTi2O9,"[['TiO2', 'CaCO3', 'La2O3'], ['TiO2', 'CaCO3', 'La2O3']]"
CaLa4Ti4O15,"[['La2O3', 'CaCO3', 'TiO2']]"
CaLaCr11O19,"[['CaO', 'La2O3', 'Cr2O3']]"
CaLaFe11O19,"[['Fe(NO3)3', 'CaCO3', 'La2O3'], ['CaO', 'La2O3', 'Fe2O3']]"
CaLaFeMnO6,"[['CaCO3', 'La2O3', 'MnO2', 'Fe2O3']]"
CaLaMnFeO6,"[['CaCO3', 'La2O3', 'MnO2', 'Fe2O3']]"
CaLaMnMoO6,"[['Mn2O3', 'CaCO3', 'La2O3', 'MoO3']]"
CaLaP3O10,"[['CaCO3', 'La2O3', '(NH4)2HPO4']]"
CaMg0.65Al0.7Si1.65O6,"[['Al2O3', 'SiO2', 'CaCO3', 'MgCO3'], ['Al2O3', 'SiO2', 'CaCO3', 'MgCO3'], ['Al2O3', 'SiO2', 'CaCO3', 'MgCO3'], ['Al2O3', 'SiO2', 'CaCO3', 'MgCO3']]"
